Gravité;Fichier;Ligne;Enregistrement;Champ;Anomalie;Valeur lue;Valeur retenue;Valeur remplacée
Repris avec correction automatique;export_clients_cavegest.xlsx;1322;Client T01321;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);672791744;+33672791744;
Repris avec correction automatique;export_clients_cavegest.xlsx;1323;Client T01322;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1323;Client T01322;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);679408795;+33679408795;
Repris avec correction automatique;export_clients_cavegest.xlsx;1324;Client T01323;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1325;Client T01324;phone;Téléphone complété d'un zéro initial (perdu par le tableur);556951894;+33556951894;
Repris avec correction automatique;export_clients_cavegest.xlsx;1325;Client T01324;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);680349740;+33680349740;
Repris avec correction automatique;export_clients_cavegest.xlsx;1327;Client T01326;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1327;Client T01326;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);613823741;+33613823741;
Repris avec correction automatique;export_clients_cavegest.xlsx;1328;Client T01327;phone;Téléphone complété d'un zéro initial (perdu par le tableur);585279566;+33585279566;
Repris avec correction automatique;export_clients_cavegest.xlsx;1329;Client T01328;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1329;Client T01328;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);638152314;+33638152314;
Repris avec correction automatique;export_clients_cavegest.xlsx;1331;Client T01330;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1331;Client T01330;phone;Téléphone complété d'un zéro initial (perdu par le tableur);224286133;+33224286133;
Repris avec correction automatique;export_clients_cavegest.xlsx;1332;Client T01331;phone;Téléphone complété d'un zéro initial (perdu par le tableur);117140020;+33117140020;
Repris avec correction automatique;export_clients_cavegest.xlsx;1334;Client T01333;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1335;Client T01334;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;1335;Client T01334;phone;Téléphone complété d'un zéro initial (perdu par le tableur);417022246;+33417022246;
Repris avec correction automatique;export_clients_cavegest.xlsx;1335;Client T01334;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1336;Client T01335;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1336;Client T01335;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);398460037;+33398460037;
Repris avec correction automatique;export_clients_cavegest.xlsx;1336;Client T01335;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1336;Client T01335;phone;Téléphone complété d'un zéro initial (perdu par le tableur);398460037;+33398460037;
Repris avec correction automatique;export_clients_cavegest.xlsx;1336;Client T01335;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);628929413;+33628929413;
Repris avec correction automatique;export_clients_cavegest.xlsx;1338;Client T01337;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1338;Client T01337;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1339;Client T01338;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1339;Client T01338;phone;Téléphone complété d'un zéro initial (perdu par le tableur);148146301;+33148146301;
Repris avec correction automatique;export_clients_cavegest.xlsx;1340;Client T01339;phone;Téléphone complété d'un zéro initial (perdu par le tableur);253874128;+33253874128;
Repris avec correction automatique;export_clients_cavegest.xlsx;1341;Client T01340;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);628599469;+33628599469;
Repris avec correction automatique;export_clients_cavegest.xlsx;1341;Client T01340;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1342;Client T01341;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1342;Client T01341;phone;Téléphone complété d'un zéro initial (perdu par le tableur);141540177;+33141540177;
Repris avec correction automatique;export_clients_cavegest.xlsx;1342;Client T01341;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);683008196;+33683008196;
Repris avec correction automatique;export_clients_cavegest.xlsx;1343;Client T01342;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1343;Client T01342;phone;Téléphone complété d'un zéro initial (perdu par le tableur);273864718;+33273864718;
Repris avec correction automatique;export_clients_cavegest.xlsx;1343;Client T01342;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);665647070;+33665647070;
Repris avec correction automatique;export_clients_cavegest.xlsx;1344;Client T01343;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1344;Client T01343;phone;Téléphone complété d'un zéro initial (perdu par le tableur);183560401;+33183560401;
Repris avec correction automatique;export_clients_cavegest.xlsx;1344;Client T01343;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1345;Client T01344;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1345;Client T01344;phone;Téléphone complété d'un zéro initial (perdu par le tableur);190349348;+33190349348;
Repris avec correction automatique;export_clients_cavegest.xlsx;1346;Client T01345;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);656366590;+33656366590;
Repris avec correction automatique;export_clients_cavegest.xlsx;1346;Client T01345;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1347;Client T01346;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1348;Client T01347;shipping_country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1348;Client T01347;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1348;Client T01347;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);483258845;+33483258845;
Repris avec correction automatique;export_clients_cavegest.xlsx;1348;Client T01347;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1348;Client T01347;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1348;Client T01347;phone;Téléphone complété d'un zéro initial (perdu par le tableur);483258845;+33483258845;
Repris avec correction automatique;export_clients_cavegest.xlsx;1349;Client T01348;phone;Téléphone complété d'un zéro initial (perdu par le tableur);183712861;+33183712861;
Repris avec correction automatique;export_clients_cavegest.xlsx;1349;Client T01348;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);621186517;+33621186517;
Repris avec correction automatique;export_clients_cavegest.xlsx;1349;Client T01348;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1350;Client T01349;phone;Téléphone complété d'un zéro initial (perdu par le tableur);327292301;+33327292301;
Repris avec correction automatique;export_clients_cavegest.xlsx;1350;Client T01349;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);624813884;+33624813884;
Repris avec correction automatique;export_clients_cavegest.xlsx;1350;Client T01349;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1351;Client T01350;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);642374507;+33642374507;
Repris avec correction automatique;export_clients_cavegest.xlsx;1353;Client T01352;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1353;Client T01352;phone;Téléphone complété d'un zéro initial (perdu par le tableur);545583199;+33545583199;
Repris avec correction automatique;export_clients_cavegest.xlsx;1353;Client T01352;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1354;Client T01353;phone;Téléphone complété d'un zéro initial (perdu par le tableur);457671537;+33457671537;
Repris avec correction automatique;export_clients_cavegest.xlsx;1354;Client T01353;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1355;Client T01354;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;1356;Client T01355;phone;Téléphone complété d'un zéro initial (perdu par le tableur);466421140;+33466421140;
Repris avec correction automatique;export_clients_cavegest.xlsx;1356;Client T01355;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);638076768;+33638076768;
Repris avec correction automatique;export_clients_cavegest.xlsx;1357;Client T01356;phone;Téléphone complété d'un zéro initial (perdu par le tableur);120341817;+33120341817;
Repris avec correction automatique;export_clients_cavegest.xlsx;1357;Client T01356;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1358;Client T01357;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1358;Client T01357;phone;Téléphone complété d'un zéro initial (perdu par le tableur);272127437;+33272127437;
Repris avec correction automatique;export_clients_cavegest.xlsx;1358;Client T01357;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;1359;Client T01358;phone;Téléphone complété d'un zéro initial (perdu par le tableur);230222781;+33230222781;
Repris avec correction automatique;export_clients_cavegest.xlsx;1360;Client T01359;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;1360;Client T01359;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
